site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,source_file
id_5138367,8,Zambia_0.05_n_26-50.csv,,DSB,28.726331226824183,-14.066904380400146,False,1,2019,10,25,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5122644,13,Zambia_0.05_n_26-50.csv,,DSB,28.131168329695,-13.54607394672368,False,1,2023,8,3,5,0.1030678690727113,False,0.02663729851838544,515.124013863132,266.2617248171705,DSB_JL_v2_26-50
id_5122644,13,Zambia_0.05_n_26-50.csv,,DSB,28.131168329695,-13.54607394672368,False,2,2021,9,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5122644,13,Zambia_0.05_n_26-50.csv,,DSB,28.131168329695,-13.54607394672368,False,3,2020,10,17,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5122644,13,Zambia_0.05_n_26-50.csv,,DSB,28.131168329695,-13.54607394672368,False,4,2017,6,4,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5120723,14,Zambia_0.05_n_26-50.csv,,DSB,28.177103566647485,-13.491618045321406,False,1,2023,8,3,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5120723,14,Zambia_0.05_n_26-50.csv,,DSB,28.177103566647485,-13.491618045321406,False,2,2021,9,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5120723,14,Zambia_0.05_n_26-50.csv,,DSB,28.177103566647485,-13.491618045321406,False,3,2017,7,31,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5120723,14,Zambia_0.05_n_26-50.csv,,DSB,28.177103566647485,-13.491618045321406,False,4,2017,6,4,4,0.0864273013972379,False,0.07107506948749372,431.9601345077645,710.4581645576238,DSB_JL_v2_26-50
id_5120723,14,Zambia_0.05_n_26-50.csv,,DSB,28.177103566647485,-13.491618045321406,False,5,2016,8,2,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5120723,14,Zambia_0.05_n_26-50.csv,,DSB,28.177103566647485,-13.491618045321406,False,6,2016,6,1,2,0.14199340400073965,False,0.0,1419.3476874960782,,DSB_JL_v2_26-50
id_3540130,16,Zambia_0.05_n_26-50.csv,,DSB,30.429243385396124,-13.264388237972174,True,1,2024,9,16,3,0.05524057637291883,False,0.0,277.3681844778441,,DSB_JL_v2_26-50
id_3540130,16,Zambia_0.05_n_26-50.csv,,DSB,30.429243385396124,-13.264388237972174,True,2,2019,7,29,2,0.09194305451501067,False,0.0,921.8300437963364,,DSB_JL_v2_26-50
id_3541634,15,Zambia_0.05_n_26-50.csv,,DSB,32.54237967902526,-13.313118321803287,False,1,2023,9,26,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_3541634,15,Zambia_0.05_n_26-50.csv,,DSB,32.54237967902526,-13.313118321803287,False,2,2020,7,19,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_3573237,11,Zambia_0.05_n_26-50.csv,,DSB,31.522728292079467,-13.978163837987925,False,1,2023,7,25,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5124439,12,Zambia_0.05_n_26-50.csv,,DSB,23.15184747545452,-13.57316579509172,False,1,2020,6,13,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5124439,12,Zambia_0.05_n_26-50.csv,,DSB,23.15184747545452,-13.57316579509172,False,2,2018,8,18,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,1,2020,6,19,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,2,2019,10,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,3,2018,9,23,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,4,2018,9,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,5,2017,9,25,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,6,2017,7,21,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,7,2016,9,11,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5136501,10,Zambia_0.05_n_26-50.csv,,DSB,28.50364235171892,-13.996080462816222,True,8,2016,9,9,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_3578388,9,Zambia_0.05_n_26-50.csv,,DSB,31.17031297198576,-14.066143170740336,True,1,2023,7,15,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5076517,20,Zambia_0.05_n_26-50.csv,,DSB,28.85777929888037,-11.82439532225278,True,1,2024,8,19,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5076517,20,Zambia_0.05_n_26-50.csv,,DSB,28.85777929888037,-11.82439532225278,True,2,2017,8,6,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5087207,19,Zambia_0.05_n_26-50.csv,,DSB,26.506978394691444,-12.345501484189722,False,1,2022,6,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5087207,19,Zambia_0.05_n_26-50.csv,,DSB,26.506978394691444,-12.345501484189722,False,2,2022,6,12,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1383497,21,Zambia_0.05_n_26-50.csv,,DSB,29.55464276655972,-9.483877994267983,False,1,2024,7,11,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1383497,21,Zambia_0.05_n_26-50.csv,,DSB,29.55464276655972,-9.483877994267983,False,2,2019,7,30,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1383497,21,Zambia_0.05_n_26-50.csv,,DSB,29.55464276655972,-9.483877994267983,False,3,2019,7,9,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1051330,22,Zambia_0.05_n_26-50.csv,,DSB,31.191736417138703,-9.361961846971582,True,1,2024,8,24,3,0.017980392925380565,False,0.0,180.60535324636663,,DSB_JL_v2_26-50
id_1051330,22,Zambia_0.05_n_26-50.csv,,DSB,31.191736417138703,-9.361961846971582,True,2,2020,9,4,4,0.4282725045755647,True,0.10852263901656792,614.5479404100146,1090.0675106043552,DSB_JL_v2_26-50
id_1032908,25,Zambia_0.05_n_26-50.csv,,DSB,31.51230843121916,-8.893262204180312,True,1,2024,8,29,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1032908,25,Zambia_0.05_n_26-50.csv,,DSB,31.51230843121916,-8.893262204180312,True,2,2018,7,25,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1045846,23,Zambia_0.05_n_26-50.csv,,DSB,31.329010462880703,-9.208933721896727,True,1,2024,9,11,4,0.13455222884090104,False,0.13455222884090104,1352.005310057265,1352.005310057265,DSB_JL_v2_26-50
id_1045846,23,Zambia_0.05_n_26-50.csv,,DSB,31.329010462880703,-9.208933721896727,True,2,2019,8,29,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1045846,23,Zambia_0.05_n_26-50.csv,,DSB,31.329010462880703,-9.208933721896727,True,3,2017,7,24,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_3533713,17,Zambia_0.05_n_26-50.csv,,DSB,30.2556502996842,-13.118045705777616,True,1,2024,7,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_3533713,17,Zambia_0.05_n_26-50.csv,,DSB,30.2556502996842,-13.118045705777616,True,2,2020,7,7,2,0.1015452733079112,False,0.0,1413.5229077544209,,DSB_JL_v2_26-50
id_3533713,17,Zambia_0.05_n_26-50.csv,,DSB,30.2556502996842,-13.118045705777616,True,3,2019,7,27,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_3533713,17,Zambia_0.05_n_26-50.csv,,DSB,30.2556502996842,-13.118045705777616,True,4,2019,7,8,3,0.2375771083276053,False,0.0,840.717396173062,,DSB_JL_v2_26-50
id_3533713,17,Zambia_0.05_n_26-50.csv,,DSB,30.2556502996842,-13.118045705777616,True,5,2018,7,28,2,0.04534743393646068,False,0.0,454.5085794872738,,DSB_JL_v2_26-50
id_5091541,18,Zambia_0.05_n_26-50.csv,,DSB,26.157069715388104,-12.471235118052936,True,1,2023,8,6,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1045526,24,Zambia_0.05_n_26-50.csv,,DSB,31.35635065723192,-9.20001807446786,False,1,2024,9,11,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1045526,24,Zambia_0.05_n_26-50.csv,,DSB,31.35635065723192,-9.20001807446786,False,2,2019,8,29,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_1045526,24,Zambia_0.05_n_26-50.csv,,DSB,31.35635065723192,-9.20001807446786,False,3,2017,7,24,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5159743,5,Zambia_0.05_n_26-50.csv,,DSB,27.41264341310963,-14.823164847480404,False,1,2017,9,12,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5157121,6,Zambia_0.05_n_26-50.csv,,DSB,28.44365066446823,-14.746697124851869,True,1,2021,6,12,1,0.0,False,0.0,,,DSB_JL_v2_26-50
id_5157121,6,Zambia_0.05_n_26-50.csv,,DSB,28.44365066446823,-14.746697124851869,True,2,2019,10,16,1,0.0,False,0.0,,,DSB_JL_v2_26-50
