site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,source_file
id_5144391,8,Zambia_0.05_n_300-324.csv,,KL,28.35751643281572,-14.331408451506508,False,1,2024,6,2,1,0.0,False,0.0,,,KL_300-324
id_5144391,8,Zambia_0.05_n_300-324.csv,,KL,28.35751643281572,-14.331408451506508,False,2,2021,6,12,1,0.0,False,0.0,,,KL_300-324
id_5144391,8,Zambia_0.05_n_300-324.csv,,KL,28.35751643281572,-14.331408451506508,False,3,2020,8,31,1,0.0,False,0.0,,,KL_300-324
id_5144391,8,Zambia_0.05_n_300-324.csv,,KL,28.35751643281572,-14.331408451506508,False,4,2020,6,6,1,0.0,False,0.0,,,KL_300-324
id_5144391,8,Zambia_0.05_n_300-324.csv,,KL,28.35751643281572,-14.331408451506508,False,5,2019,9,14,1,0.0,False,0.0,,,KL_300-324
id_5144391,8,Zambia_0.05_n_300-324.csv,,KL,28.35751643281572,-14.331408451506508,False,6,2016,9,19,1,0.0,False,0.0,,,KL_300-324
id_5132470,14,Zambia_0.05_n_300-324.csv,,KL,29.50151167193627,-13.843292109188257,False,1,2024,9,1,1,0.0,False,0.0,,,KL_300-324
id_5124357,15,Zambia_0.05_n_300-324.csv,,KL,29.360209859433123,-13.582669347620126,True,1,2019,8,30,2,0.01252319823272189,False,0.0,172.95252834220662,,KL_300-324
id_3524948,17,Zambia_0.05_n_300-324.csv,,KL,30.4054545980428,-12.893741371889632,False,1,2024,8,11,1,0.0,False,0.0,,,KL_300-324
id_3524948,17,Zambia_0.05_n_300-324.csv,,KL,30.4054545980428,-12.893741371889632,False,2,2017,9,18,1,0.0,False,0.0,,,KL_300-324
id_3543692,16,Zambia_0.05_n_300-324.csv,,KL,32.4868866143402,-13.358223079212593,False,1,2023,9,13,5,0.1290390573741078,False,0.061278769332912875,260.13564947967757,205.88956526023813,KL_300-324
id_3543692,16,Zambia_0.05_n_300-324.csv,,KL,32.4868866143402,-13.358223079212593,False,2,2019,10,15,1,0.0,False,0.0,,,KL_300-324
id_5141862,12,Zambia_0.05_n_300-324.csv,,KL,23.40975033896053,-14.199828224168906,False,1,2023,7,19,1,0.0,False,0.0,,,KL_300-324
id_3588830,11,Zambia_0.05_n_300-324.csv,,KL,31.71564735172124,-14.24141788739194,True,1,2023,6,6,5,0.7163826528391352,True,0.5952401733417414,834.3233445457137,1048.4434721086848,KL_300-324
id_5142858,10,Zambia_0.05_n_300-324.csv,,KL,28.73703229288404,-14.256629692988405,True,1,2019,10,25,1,0.0,False,0.0,,,KL_300-324
id_3501586,21,Zambia_0.05_n_300-324.csv,,KL,32.81132512614987,-11.685718944578827,False,1,2018,7,13,2,0.022776736199093022,False,0.0,229.8605940985003,,KL_300-324
id_5088552,20,Zambia_0.05_n_300-324.csv,,KL,27.31644513841109,-12.381935776658963,False,1,2023,6,17,1,0.0,False,0.0,,,KL_300-324
id_5088552,20,Zambia_0.05_n_300-324.csv,,KL,27.31644513841109,-12.381935776658963,False,2,2022,6,21,4,0.06456184886924969,False,0.0621521752831789,322.5591320385659,621.0397785024954,KL_300-324
id_5088552,20,Zambia_0.05_n_300-324.csv,,KL,27.31644513841109,-12.381935776658963,False,3,2019,8,3,1,0.0,False,0.0,,,KL_300-324
id_1391659,22,Zambia_0.05_n_300-324.csv,,KL,29.412048427361665,-9.909634634926071,True,1,2024,7,24,4,0.010292345419452932,False,0.010292345419452932,103.01800553321986,103.01800553321986,KL_300-324
id_1383230,23,Zambia_0.05_n_300-324.csv,,KL,28.789824651812904,-9.470543543440554,False,1,2017,8,16,1,0.0,False,0.0,,,KL_300-324
id_3522432,18,Zambia_0.05_n_300-324.csv,,KL,30.986419335397525,-12.808481954238276,True,1,2023,7,15,3,0.20639036612722517,False,0.0,690.6094342075525,,KL_300-324
id_5093888,19,Zambia_0.05_n_300-324.csv,,KL,24.86853411781074,-12.545473689685547,False,1,2024,7,12,1,0.0,False,0.0,,,KL_300-324
id_1376723,25,Zambia_0.05_n_300-324.csv,,KL,29.08720450856022,-8.944622559921685,True,1,2023,9,11,2,0.050243224240797885,False,0.0,502.69258645056226,,KL_300-324
id_5186162,4,Zambia_0.05_n_300-324.csv,,KL,26.658711589681605,-15.51943497762466,False,1,2023,7,13,1,0.0,False,0.0,,,KL_300-324
id_5186162,4,Zambia_0.05_n_300-324.csv,,KL,26.658711589681605,-15.51943497762466,False,2,2019,6,13,1,0.0,False,0.0,,,KL_300-324
id_5168913,5,Zambia_0.05_n_300-324.csv,,KL,22.48687764885094,-15.013746843432047,False,1,2023,9,4,1,0.0,False,0.0,,,KL_300-324
id_5150253,7,Zambia_0.05_n_300-324.csv,,KL,27.43998202095925,-14.55187702186772,True,1,2024,7,27,5,0.13508348579639515,False,0.11787219382542091,192.83040229039665,196.30514192764943,KL_300-324
id_5151528,6,Zambia_0.05_n_300-324.csv,,KL,27.254384658596315,-14.597359674647466,False,1,2016,10,8,1,0.0,False,0.0,,,KL_300-324
id_5197109,3,Zambia_0.05_n_300-324.csv,,KL,26.21840335625854,-16.06070762685955,False,1,2023,6,20,1,0.0,False,0.0,,,KL_300-324
id_5197109,3,Zambia_0.05_n_300-324.csv,,KL,26.21840335625854,-16.06070762685955,False,2,2019,10,30,1,0.0,False,0.0,,,KL_300-324
id_5244380,1,Zambia_0.05_n_300-324.csv,,KL,25.82669613099597,-17.441760533283183,True,1,2023,7,8,1,0.0,False,0.0,,,KL_300-324
id_5244380,1,Zambia_0.05_n_300-324.csv,,KL,25.82669613099597,-17.441760533283183,True,2,2021,9,2,1,0.0,False,0.0,,,KL_300-324
id_5244380,1,Zambia_0.05_n_300-324.csv,,KL,25.82669613099597,-17.441760533283183,True,3,2019,9,8,1,0.0,False,0.0,,,KL_300-324
id_5244380,1,Zambia_0.05_n_300-324.csv,,KL,25.82669613099597,-17.441760533283183,True,4,2017,8,17,1,0.0,False,0.0,,,KL_300-324
id_5244380,1,Zambia_0.05_n_300-324.csv,,KL,25.82669613099597,-17.441760533283183,True,5,2016,8,2,1,0.0,False,0.0,,,KL_300-324
