site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,poly_min_size,poly_min_size_high_certainty,source_file
id_5220952,1,Zambia_0.05_n_625-649.csv,,raw,27.397832139982324,-16.76687457840523,False,1,2018,8,18,1,0.0,False,0.0,,,,,JL_625-649
id_5220952,1,Zambia_0.05_n_625-649.csv,,raw,27.397832139982324,-16.76687457840523,False,2,2018,8,10,3,0.01148500442342373,False,0.01148500442342373,57.381767576337225,57.381767576337225,40.08979085932725,40.08979085932725,JL_625-649
id_5205236,2,Zambia_0.05_n_625-649.csv,,raw,26.47950575742293,-16.314619567450496,False,1,2019,8,8,1,0.0,False,0.0,,,,,JL_625-649
id_5205236,2,Zambia_0.05_n_625-649.csv,,raw,26.47950575742293,-16.314619567450496,False,2,2016,10,31,1,0.0,False,0.0,,,,,JL_625-649
id_5203147,3,Zambia_0.05_n_625-649.csv,,raw,26.71362487800326,-16.25178623956386,True,1,2023,6,20,5,0.053582950697359605,False,0.053582950697359605,89.23601059691566,89.23601059691566,24.06251273991321,24.06251273991321,JL_625-649
id_5203147,3,Zambia_0.05_n_625-649.csv,,raw,26.71362487800326,-16.25178623956386,True,2,2020,9,16,5,0.16454971844479493,False,0.11517420602982852,71.48832340344914,71.92844911899837,13.509038186125746,13.509038186125746,JL_625-649
id_5188008,4,Zambia_0.05_n_625-649.csv,,raw,22.95870147473105,-15.57294663465417,True,1,2023,8,4,4,0.15255082718185137,False,0.15255082718185137,153.14150544931164,153.14150544931164,31.505112879246028,31.505112879246028,JL_625-649
id_5188008,4,Zambia_0.05_n_625-649.csv,,raw,22.95870147473105,-15.57294663465417,True,2,2018,9,17,1,0.0,False,0.0,,,,,JL_625-649
id_5171443,5,Zambia_0.05_n_625-649.csv,,raw,28.660033271151875,-15.106764009109046,True,1,2023,9,16,5,0.30655156482638446,False,0.3011217770796144,191.59384503238056,200.74692680511285,31.372440170459353,31.372440170459353,JL_625-649
id_5171443,5,Zambia_0.05_n_625-649.csv,,raw,28.660033271151875,-15.106764009109046,True,2,2016,8,4,5,0.3225690956100101,False,0.27379288387395373,189.7440941850328,210.60728307699497,43.64757251612224,43.64757251612224,JL_625-649
