site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,source_file
id_5203275,4,Zambia_0.05_n_51-75.csv,,KL,27.99566309178557,-16.24964094026139,False,1,2023,6,27,5,0.0,0.0,,,KL_51-75
id_5203275,4,Zambia_0.05_n_51-75.csv,,KL,27.99566309178557,-16.24964094026139,False,2,2018,10,18,1,0.0,0.0,,,KL_51-75
id_5186782,5,Zambia_0.05_n_51-75.csv,,KL,26.25767771869248,-15.54557160217394,False,1,2020,7,22,1,0.0,0.0,,,KL_51-75
id_3509734,22,Zambia_0.05_n_51-75.csv,,KL,30.2195768700988,-12.196265686684374,False,1,2023,7,18,5,8.190262914906697,7.659018281490722,4506.620801259263,5353.431638193628,KL_51-75
id_3509734,22,Zambia_0.05_n_51-75.csv,,KL,30.2195768700988,-12.196265686684374,False,2,2020,7,7,5,3.902985937926496,3.508288398436209,3556.129903238527,3906.846623128859,KL_51-75
id_5156389,10,Zambia_0.05_n_51-75.csv,,KL,28.424957299246,-14.728735100501805,False,1,2021,6,12,5,0.4789065409576041,0.30490829022523336,957.5940701637321,1524.18417654765,KL_51-75
id_5156389,10,Zambia_0.05_n_51-75.csv,,KL,28.424957299246,-14.728735100501805,False,2,2019,10,16,5,0.8738156858989914,0.3859973343343185,1092.028067849207,1929.5385050698173,KL_51-75
id_5156389,10,Zambia_0.05_n_51-75.csv,,KL,28.424957299246,-14.728735100501805,False,3,2018,8,10,2,0.09281313443999924,0.0,463.96019226760137,,KL_51-75
id_5156389,10,Zambia_0.05_n_51-75.csv,,KL,28.424957299246,-14.728735100501805,False,4,2016,9,11,4,0.37242653914044377,0.1836352918305288,1241.14577151637,1835.9414569590917,KL_51-75
id_5155505,11,Zambia_0.05_n_51-75.csv,,KL,24.830519064518622,-14.70488395182168,False,1,2023,9,6,1,0.0,0.0,,,KL_51-75
id_5155505,11,Zambia_0.05_n_51-75.csv,,KL,24.830519064518622,-14.70488395182168,False,2,2019,6,10,2,0.5565430689451889,0.0,2942.9958040313422,,KL_51-75
id_5155505,11,Zambia_0.05_n_51-75.csv,,KL,24.830519064518622,-14.70488395182168,False,3,2017,7,6,1,0.0,0.0,,,KL_51-75
id_1057278,23,Zambia_0.05_n_51-75.csv,,KL,31.992296303267857,-9.582185868005462,False,1,2024,7,21,4,0.9931718847548845,0.6182794443864295,1428.2548366771314,1555.9737288736465,KL_51-75
id_1057278,23,Zambia_0.05_n_51-75.csv,,KL,31.992296303267857,-9.582185868005462,False,2,2018,8,28,1,0.0,0.0,,,KL_51-75
id_5150532,13,Zambia_0.05_n_51-75.csv,,KL,28.349607600607268,-14.55743981615428,False,1,2024,6,2,1,0.0,0.0,,,KL_51-75
id_5150532,13,Zambia_0.05_n_51-75.csv,,KL,28.349607600607268,-14.55743981615428,False,2,2021,6,12,1,0.0,0.0,,,KL_51-75
id_5150532,13,Zambia_0.05_n_51-75.csv,,KL,28.349607600607268,-14.55743981615428,False,3,2020,6,6,1,0.0,0.0,,,KL_51-75
id_5150532,13,Zambia_0.05_n_51-75.csv,,KL,28.349607600607268,-14.55743981615428,False,4,2019,10,22,1,0.0,0.0,,,KL_51-75
id_5150532,13,Zambia_0.05_n_51-75.csv,,KL,28.349607600607268,-14.55743981615428,False,5,2016,7,27,1,0.0,0.0,,,KL_51-75
id_5152161,12,Zambia_0.05_n_51-75.csv,,KL,28.35922053580391,-14.61162007776506,False,1,2024,6,2,1,0.0,0.0,,,KL_51-75
id_5152161,12,Zambia_0.05_n_51-75.csv,,KL,28.35922053580391,-14.61162007776506,False,2,2021,6,12,5,22.819859354350168,22.819859354350168,869474.927212067,869474.927212067,KL_51-75
id_5152161,12,Zambia_0.05_n_51-75.csv,,KL,28.35922053580391,-14.61162007776506,False,3,2020,6,6,5,22.985497685673735,22.985497685673735,880982.5196953038,880982.5196953038,KL_51-75
id_5152161,12,Zambia_0.05_n_51-75.csv,,KL,28.35922053580391,-14.61162007776506,False,4,2018,8,10,5,22.921033666425426,22.921033666425426,876720.4292835436,876720.4292835436,KL_51-75
id_5152161,12,Zambia_0.05_n_51-75.csv,,KL,28.35922053580391,-14.61162007776506,False,5,2016,9,11,5,22.877074770357165,22.877074770357165,463961.54544718773,463961.54544718773,KL_51-75
id_5171733,8,Zambia_0.05_n_51-75.csv,,KL,27.48766817386869,-15.121369981189444,False,1,2020,10,25,1,0.0,0.0,,,KL_51-75
id_5171733,8,Zambia_0.05_n_51-75.csv,,KL,27.48766817386869,-15.121369981189444,False,2,2018,8,29,1,0.0,0.0,,,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,1,2021,9,14,5,1.8235428029108518,1.7450519827109878,3821.246826438607,4580.399739848472,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,2,2021,7,3,5,1.536011084719686,1.3765430337756104,2213.3274567812605,3222.4921187946384,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,3,2018,8,18,5,0.5743010876222437,0.5039940292649071,1962.3640579651053,2592.1246832935453,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,4,2018,7,3,5,0.5436132213220204,0.2286131179466995,1624.155535937658,1244.3309378984306,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,5,2017,10,20,5,1.562326414631797,1.2540318176280587,2842.314421297466,3438.461220093814,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,6,2017,8,31,5,1.008070972051965,0.7869807442236719,1094.1390111254002,1573.2029673153918,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,7,2016,8,15,4,0.8600020514629442,0.7547952300394789,2456.1887456839777,2924.3425185472183,KL_51-75
id_5177453,7,Zambia_0.05_n_51-75.csv,,KL,28.27946974384289,-15.253862486248943,False,8,2016,7,27,4,0.8325937072766795,0.34623669853950917,1924.1155711222011,3461.191386796134,KL_51-75
id_5184303,6,Zambia_0.05_n_51-75.csv,,KL,26.817291143854607,-15.447296697494776,False,1,2019,8,8,3,0.0,0.0,,,KL_51-75
id_5126838,17,Zambia_0.05_n_51-75.csv,,KL,29.795061371294643,-13.650433811761948,False,1,2024,6,7,2,0.07220815092371417,0.0,723.1427898590641,,KL_51-75
id_5126838,17,Zambia_0.05_n_51-75.csv,,KL,29.795061371294643,-13.650433811761948,False,2,2019,7,8,1,0.0,0.0,,,KL_51-75
id_5126838,17,Zambia_0.05_n_51-75.csv,,KL,29.795061371294643,-13.650433811761948,False,3,2016,10,27,1,0.21559150245469952,0.21559150245469952,2159.094609494887,2159.094609494887,KL_51-75
id_5126838,17,Zambia_0.05_n_51-75.csv,,KL,29.795061371294643,-13.650433811761948,False,4,2016,6,17,1,0.1910692675607766,0.1910692675607766,1913.5106128208529,1913.5106128208529,KL_51-75
id_5127794,16,Zambia_0.05_n_51-75.csv,,KL,28.73283452755744,-13.69628334378051,False,1,2018,10,6,1,0.0,0.0,,,KL_51-75
id_5127794,16,Zambia_0.05_n_51-75.csv,,KL,28.73283452755744,-13.69628334378051,False,2,2016,9,1,1,0.0,0.0,,,KL_51-75
id_3546267,18,Zambia_0.05_n_51-75.csv,,KL,32.4960084148876,-13.41249418095756,False,1,2019,10,15,1,0.0,0.0,,,KL_51-75
id_3546267,18,Zambia_0.05_n_51-75.csv,,KL,32.4960084148876,-13.41249418095756,False,2,2016,6,30,1,0.0,0.0,,,KL_51-75
id_3546267,18,Zambia_0.05_n_51-75.csv,,KL,32.4960084148876,-13.41249418095756,False,3,2016,6,23,1,0.0,0.0,,,KL_51-75
id_5111969,19,Zambia_0.05_n_51-75.csv,,KL,27.843475582711605,-13.194588779340004,False,1,2024,8,1,1,0.0,0.0,,,KL_51-75
