site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,source_file
id_5153824,9,Zambia_0.05_n_325-349.csv,,DSB,24.5061876163366,-14.65645155847748,True,1,2019,8,12,3,0.16522965309167917,0.0,986.0699651375006,,DSB_325-349
id_5125072,14,Zambia_0.05_n_325-349.csv,,DSB,23.170002249275537,-13.591493938043662,False,1,2018,8,18,1,0.0,0.0,,,DSB_325-349
id_5116740,15,Zambia_0.05_n_325-349.csv,,DSB,27.419255071968298,-13.358395843755105,False,1,2023,8,11,1,0.0,0.0,,,DSB_325-349
id_5116740,15,Zambia_0.05_n_325-349.csv,,DSB,27.419255071968298,-13.358395843755105,False,2,2021,9,21,1,0.0,0.0,,,DSB_325-349
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,True,1,2023,9,24,1,0.0,0.0,,,DSB_325-349
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,True,2,2021,9,16,1,0.0,0.0,,,DSB_325-349
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,True,3,2018,10,27,1,0.0,0.0,,,DSB_325-349
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,True,4,2018,8,23,1,0.0,0.0,,,DSB_325-349
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,True,5,2017,6,4,1,0.0,0.0,,,DSB_325-349
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,True,6,2016,8,2,1,0.0,0.0,,,DSB_325-349
id_5129022,13,Zambia_0.05_n_325-349.csv,,DSB,27.364438245458505,-13.747293569390264,True,1,2023,7,16,1,0.0,0.0,,,DSB_325-349
id_3596939,11,Zambia_0.05_n_325-349.csv,,DSB,31.25120543704015,-14.383076223347857,True,1,2023,6,6,3,0.05271145570865265,0.0,264.72296434948316,,DSB_325-349
id_3596939,11,Zambia_0.05_n_325-349.csv,,DSB,31.25120543704015,-14.383076223347857,True,2,2019,6,19,1,0.0,0.0,,,DSB_325-349
id_5148496,10,Zambia_0.05_n_325-349.csv,,DSB,24.647285736825243,-14.477225239313874,True,1,2023,7,24,1,0.0,0.0,,,DSB_325-349
id_5078220,21,Zambia_0.05_n_325-349.csv,,DSB,28.711530164910084,-11.91571272579,False,1,2023,7,3,1,0.0,0.0,,,DSB_325-349
id_3514075,20,Zambia_0.05_n_325-349.csv,,DSB,32.39673375556805,-12.444749145157786,True,1,2023,8,13,4,0.051325099647751476,0.038955682585918826,196.30891990283567,232.1364736654208,DSB_325-349
