site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,poly_min_size,poly_min_size_high_certainty,source_file
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,1,2019,8,9,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,2,2018,6,17,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,3,2017,10,12,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,4,2017,10,1,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,5,2017,9,26,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,6,2017,9,20,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,7,2017,8,31,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,8,2017,6,30,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,9,2017,6,16,1,0.0,False,0.0,,,,,JL_750-774
id_5254933,1,Zambia_0.05_n_750-774.csv,,raw,25.86243499133793,-17.74924451410242,False,10,2016,10,3,1,0.0,False,0.0,,,,,JL_750-774
id_5221557,2,Zambia_0.05_n_750-774.csv,,raw,26.50639406920123,-16.784746440731773,False,1,2016,10,31,1,0.0,False,0.0,,,,,JL_750-774
id_5210133,3,Zambia_0.05_n_750-774.csv,,raw,22.922728011226045,-16.42926589537451,False,1,2023,8,14,1,0.0,False,0.0,,,,,JL_750-774
id_5210133,3,Zambia_0.05_n_750-774.csv,,raw,22.922728011226045,-16.42926589537451,False,2,2018,7,14,3,0.008973186826214565,False,0.00599377368281883,45.03970206130005,60.16990587655974,29.90949824604036,60.16990587655974,JL_750-774
id_5198591,4,Zambia_0.05_n_750-774.csv,,raw,27.31232881475667,-16.107107237091157,False,1,2023,6,25,2,0.016959122941736963,False,0.0,84.73061031645305,,59.35347718356465,,JL_750-774
id_5198591,4,Zambia_0.05_n_750-774.csv,,raw,27.31232881475667,-16.107107237091157,False,2,2023,6,22,2,0.021644153678406542,False,0.0,108.13737123568798,,106.40903371912603,,JL_750-774
id_5198591,4,Zambia_0.05_n_750-774.csv,,raw,27.31232881475667,-16.107107237091157,False,3,2021,9,5,3,0.027207421175059386,False,0.027207421175059386,67.96517466275414,67.96517466275414,46.79537997794786,46.79537997794786,JL_750-774
