site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation,percent_coverage,coverage_outlier,percent_coverage_high_certainty,poly_avg_size,poly_avg_size_high_certainty,source_file
id_5185003,8,Zambia_0.05_n_101-125.csv,,DSB,23.668267383705523,-15.449433701871074,False,1,2023,8,1,1,0.0,False,0.0,,,DSB_101-125
id_5185003,8,Zambia_0.05_n_101-125.csv,,DSB,23.668267383705523,-15.449433701871074,False,2,2018,7,4,1,0.0,False,0.0,,,DSB_101-125
id_5185003,8,Zambia_0.05_n_101-125.csv,,DSB,23.668267383705523,-15.449433701871074,False,3,2017,9,17,1,0.0,False,0.0,,,DSB_101-125
id_5174895,9,Zambia_0.05_n_101-125.csv,,DSB,28.0929278918455,-15.191571726460833,False,1,2018,10,14,1,0.0,False,0.0,,,DSB_101-125
id_5174895,9,Zambia_0.05_n_101-125.csv,,DSB,28.0929278918455,-15.191571726460833,False,2,2017,8,28,1,0.0,False,0.0,,,DSB_101-125
id_5174895,9,Zambia_0.05_n_101-125.csv,,DSB,28.0929278918455,-15.191571726460833,False,3,2016,8,12,1,0.0,False,0.0,,,DSB_101-125
id_5128501,14,Zambia_0.05_n_101-125.csv,,DSB,28.039553616748982,-13.72729035126831,True,1,2023,8,3,1,0.0,False,0.0,,,DSB_101-125
id_5128501,14,Zambia_0.05_n_101-125.csv,,DSB,28.039553616748982,-13.72729035126831,True,2,2020,10,17,1,0.0,False,0.0,,,DSB_101-125
id_5121300,15,Zambia_0.05_n_101-125.csv,,DSB,28.02012755987878,-13.510387499928614,False,1,2023,8,3,1,0.0,False,0.0,,,DSB_101-125
id_5121300,15,Zambia_0.05_n_101-125.csv,,DSB,28.02012755987878,-13.510387499928614,False,2,2017,6,4,2,3.443880885694865,True,0.0,35458.55360816666,,DSB_101-125
id_5121300,15,Zambia_0.05_n_101-125.csv,,DSB,28.02012755987878,-13.510387499928614,False,3,2016,8,2,1,0.0,False,0.0,,,DSB_101-125
id_5106265,17,Zambia_0.05_n_101-125.csv,,DSB,27.317228869056635,-13.014930672050308,True,1,2023,7,16,4,0.18607726066101468,False,0.06014493299400012,464.8396932458109,300.49572306012476,DSB_101-125
id_5106265,17,Zambia_0.05_n_101-125.csv,,DSB,27.317228869056635,-13.014930672050308,True,2,2019,9,16,1,0.0,False,0.0,,,DSB_101-125
