id,YCoordinate,XCoordinate
id_5230125,-17.026457104286735,25.904471345243486
id_5189211,-15.680688661634427,26.12655660211136
id_5187039,-15.553234481707925,28.0761653216761
id_5170078,-15.057803731109372,23.44220111935629
id_5159743,-14.823164847480404,27.41264341310963
id_5157121,-14.746697124851869,28.44365066446823
id_5152067,-14.615552926935823,27.11512677840454
id_5138367,-14.066904380400146,28.726331226824183
id_3578388,-14.066143170740336,31.17031297198576
id_5136501,-13.996080462816222,28.50364235171892
id_3573237,-13.978163837987925,31.522728292079467
id_5124439,-13.57316579509172,23.15184747545452
id_5122644,-13.54607394672368,28.131168329695
id_5120723,-13.491618045321406,28.177103566647485
id_3541634,-13.313118321803287,32.54237967902526
id_3540130,-13.264388237972174,30.429243385396124
id_3533713,-13.118045705777616,30.2556502996842
id_5091541,-12.471235118052936,26.157069715388104
id_5087207,-12.345501484189722,26.506978394691444
id_5076517,-11.82439532225278,28.85777929888037
id_1383497,-9.483877994267983,29.55464276655972
id_1051330,-9.361961846971582,31.191736417138703
id_1045846,-9.208933721896727,31.329010462880703
id_1045526,-9.20001807446786,31.35635065723192
id_1032908,-8.893262204180312,31.51230843121916
