id,YCoordinate,XCoordinate
id_5242106,-17.37965344104568,26.04357977346716
id_5240605,-17.336514856548938,27.3049248414438
id_5218235,-16.692158688348744,28.072951202329463
id_5207439,-16.38642189222275,26.30139404341774
id_5178070,-15.274791252075378,27.599780615963017
id_5151319,-14.584284179917526,28.39617918821602
id_5148893,-14.489618507884554,28.989276463759257
id_3585591,-14.1873279440733,31.743749332909573
id_5137577,-14.007259178301313,22.67351237287872
id_5125874,-13.632756277373682,28.769337075155068
id_5125283,-13.612092647631366,29.10182411616368
id_3555216,-13.610158627884504,32.06112496398663
id_5119276,-13.446709724807818,28.112226937866023
id_5100794,-12.84304556901112,26.625829492903883
id_3518417,-12.63203489765614,30.4357215202094
id_3514243,-12.441704991529056,30.3732544435154
id_5084682,-12.26312636642222,27.88637436508584
id_5080086,-12.020387789934912,26.96691650937558
id_5062577,-11.154814839279414,28.963245212735
id_5044645,-10.458312437861766,29.040913436415263
id_5037373,-10.12342195558946,29.11173994709541
id_1382885,-9.438566245722452,29.5725092303858
id_1047777,-9.264660673009535,31.68371681475745
id_1044549,-9.165587861184328,30.17410338948304
id_1038595,-9.0124180895378,31.98482800065203
