id,YCoordinate,XCoordinate
id_5232800,-17.06617016947681,22.749713614038825
id_5228022,-16.966002390788866,27.229177394839244
id_5225083,-16.88390994603482,27.595237437203377
id_5210066,-16.457257079294028,28.0529170938124
id_5207440,-16.386452779275764,26.310758094331167
id_5180813,-15.347896670072146,27.10620188267024
id_5172878,-15.148864505144363,27.26433978019812
id_5170792,-15.076142151921047,23.460474971157723
id_5154963,-14.696159597997298,27.60745970246296
id_5152990,-14.64225392319899,27.45873400594924
id_5152414,-14.623653306901442,27.67225579563854
id_5138853,-14.078635231725633,29.45777539810384
id_3577325,-14.052413751318142,31.88339449215668
id_3576763,-14.042546516857016,31.71676321435361
id_5125546,-13.62548107117574,28.50126793062229
id_3554811,-13.586356807310414,30.13031126784101
id_5098721,-12.758437909707572,28.35783233561157
id_3516333,-12.544892354990466,33.040847622943474
id_3511615,-12.318776034167405,33.15117779960943
id_3503050,-11.767137234366336,32.857161567686724
id_3477121,-10.964755968941938,30.99993191506025
id_1052335,-9.392828797166988,32.21141692536525
id_1046288,-9.221645765383531,32.61233936285078
id_1042963,-9.127605203622709,31.33848840200598
id_1042363,-9.112117284228828,32.06644426938952
