id,YCoordinate,XCoordinate
id_5228664,-16.98387424448129,27.370105579452243
id_5210017,-16.459668668974107,27.31288724602445
id_5194460,-15.943987047896686,27.51763689540273
id_5182291,-15.383701224207115,27.413727580867025
id_5182093,-15.365752185647658,29.03460603196964
id_5179123,-15.301643567266852,27.69300049314996
id_5168839,-15.045702533319847,28.3247272615284
id_5161844,-14.877475389792156,27.37556163281841
id_5161220,-14.855332685740033,28.41649095148745
id_5155143,-14.69228197416604,24.47793932146406
id_5141930,-14.222724310764272,28.393932037294352
id_3581356,-14.118035136251482,32.65199295473701
id_3575748,-14.026349805642862,32.142797319235065
id_5125595,-13.621667126021778,29.03723060409404
id_5116856,-13.344262026609046,29.70847426067113
id_3536452,-13.18087327579023,30.218076615168897
id_3532583,-13.094861732998243,30.65223183455933
id_5103392,-12.92035405432882,28.50615826014681
id_5088679,-12.382811453676029,24.869863338037543
id_5088410,-12.379258088896892,25.75266132237361
id_3483924,-11.109671732981573,31.044711661724858
id_5042473,-10.37257318079272,29.64279289064152
id_5037986,-10.159096757087562,29.184956756336323
id_5036470,-10.055765660229328,29.713109233637944
id_1380598,-9.271042381114652,28.907107802067152
