id,YCoordinate,XCoordinate
id_5242491,-17.39083693627089,26.75898069255763
id_5228658,-16.983968789840993,27.313743322643568
id_5224935,-16.88164619211684,25.867760769774904
id_5221139,-16.767270496589795,25.07111416256551
id_5218870,-16.71301969801408,26.99436073212489
id_5218898,-16.712767966131857,27.322677047057745
id_5207881,-16.39567457155669,27.63119159200231
id_5175348,-15.195762461618086,28.83754971239964
id_5153824,-14.65645155847748,24.5061876163366
id_5148496,-14.477225239313874,24.647285736825243
id_3596939,-14.383076223347857,31.25120543704015
id_5131463,-13.80289922196368,23.425152264053686
id_5129022,-13.747293569390264,27.364438245458505
id_5125072,-13.591493938043662,23.170002249275537
id_5116740,-13.358395843755105,27.419255071968298
id_5113484,-13.234451408424333,24.161790979740417
id_5106330,-13.012904379153523,28.073379078112406
id_5100192,-12.81193056761853,28.49629957130005
id_5093054,-12.515742182140643,28.043676471507485
id_3514075,-12.444749145157786,32.39673375556805
id_5078220,-11.91571272579,28.711530164910084
id_5036583,-10.0687779330496,29.175225997232403
id_1055351,-9.501866686821362,32.484479507639726
id_1378949,-9.116416297125282,29.079098115895302
id_1371299,-8.561714718037829,29.620787799053204
