id,YCoordinate,XCoordinate
id_5234801,-17.164987251539127,26.928526652091648
id_5198628,-16.106292183927163,27.66767262082675
id_5186230,-15.515538185510698,28.35564700677472
id_5180885,-15.346188361474342,27.87946872892503
id_5179974,-15.287991960047954,22.676143851066083
id_5173882,-15.13544197718982,22.716398629110888
id_5171013,-15.100409672536964,28.24132984748657
id_5153830,-14.657042159802373,24.561857890159192
id_3609053,-14.58785852735246,30.87842101827885
id_5148342,-14.476297994758069,28.31200670133472
id_5133052,-13.86145336564645,29.492459396436423
id_5130972,-13.808764606202445,25.98596789049484
id_5130041,-13.763885377899165,29.306553190973315
id_5118537,-13.42053233453418,27.871967091095645
id_3542802,-13.32487202375814,30.17031974845271
id_5113406,-13.234492918177368,28.849455125256707
id_5088193,-12.373038976620991,26.85648452150439
id_5085893,-12.304560532847312,25.31170964877701
id_5063650,-11.201972289701676,29.842207092759853
id_5056518,-10.85855821951341,28.613761461720888
id_3458830,-10.580591285397292,31.925402180362752
id_5045338,-10.485486545526411,29.031958345837825
id_1069716,-10.030936200633487,31.18814751861086
id_1067563,-9.95436631377739,32.72098298010213
id_1058716,-9.646755113972986,32.62097884399966
