id,YCoordinate,XCoordinate
id_5222729,-16.813302310750736,25.16446109690932
id_5211081,-16.494377332351775,26.160469866912344
id_5207998,-16.374038606412327,23.353801790579627
id_5203774,-16.27005163431358,27.059887970324027
id_5199465,-16.134154156626277,27.359134466502702
id_5184100,-15.436936748515654,27.786649684227694
id_5174936,-15.189334517296723,28.48384657502192
id_5172505,-15.139582869312395,27.422557407795736
id_3599148,-14.419157150373197,31.241651041788423
id_5145539,-14.364326517563878,23.54602898884027
id_3591512,-14.28732520488405,31.85443490332305
id_3572890,-13.973591739493871,32.89294298369383
id_3558430,-13.683909012109424,32.57866193114548
id_5119066,-13.435874729759318,28.463139398111256
id_5092797,-12.505623017904083,28.29208837329414
id_3511707,-12.311353253852175,29.99790271453412
id_3508583,-12.137953081331764,33.004021054728526
id_5078070,-11.90003344965559,29.58322764662623
id_5061489,-11.097032548537772,29.44783444255947
id_3478544,-10.984567201727838,30.094400149270733
id_5043183,-10.402802478697662,29.232280778572907
id_3447282,-10.278147738333155,31.059158063375044
id_1380953,-9.292916247048172,29.71697656334324
id_1380838,-9.282378118883324,29.90788451957486
id_1375774,-8.867125040422703,29.868204678327395
