id,YCoordinate,XCoordinate
id_5237455,-17.24537835423655,26.373492772155
id_5224284,-16.864344462914488,26.018049620815244
id_5222833,-16.821414499115786,26.816026941099583
id_5201617,-16.20578068891883,26.348811794934846
id_5196438,-16.03469326402987,26.62980472235283
id_5180920,-15.344460361031476,28.242760716234223
id_5162709,-14.891879783359554,28.351666912137325
id_5160031,-14.832572062172712,26.95723450826635
id_5146988,-14.43472130302674,27.11503326757345
id_5134874,-13.928193435043925,29.12315429976445
id_5132283,-13.85540930632238,27.568194490835367
id_5125093,-13.605359168705906,24.212834901409057
id_5120741,-13.490782904122234,28.343384539208785
id_3549556,-13.4846498187195,32.41270248100964
id_5120412,-13.483339112600111,28.00153571337054
id_3535360,-13.16881451561086,32.86561957976686
id_5110041,-13.097662510283351,22.754378579568986
id_5107086,-13.00763573538742,22.765116948643712
id_5098939,-12.768152481405462,28.21971950669261
id_3521001,-12.749023856395286,30.38852961128634
id_5087637,-12.354220813635092,27.647542051182885
id_5044612,-10.460584984082992,28.648202687823336
id_3448011,-10.298121050971918,31.40593043315906
id_5036558,-10.071077083988362,28.7921482162558
id_1051368,-9.364294676425487,31.72886923686968
