id,YCoordinate,XCoordinate
id_5231396,-17.063858239640712,26.16736242041698
id_5216290,-16.640119504804307,27.491337017937443
id_5215178,-16.602728866480327,24.87598973365241
id_5210053,-16.458864493141494,27.65949873155795
id_5187012,-15.554388993855335,27.805744863320623
id_5157013,-14.75081880219571,27.421797549239752
id_5155679,-14.711823834925609,28.22052950029877
id_5149306,-14.513329508664278,28.145200082282106
id_5148082,-14.467512762117709,28.265569861032244
id_3595952,-14.367920131266157,31.705655596311065
id_3593464,-14.320796517093145,31.390731924691824
id_5130969,-13.80819575542899,25.85645686851579
id_5120938,-13.500778488467985,25.84869843542233
id_5079995,-11.998895285395768,29.639229977497862
id_5078596,-11.926796666701003,29.62018077592538
id_5077352,-11.875659664386792,27.141391951932043
id_3501409,-11.676600478740417,32.71957806256697
id_5065403,-11.295966142789378,29.43119677433836
id_5051270,-10.684686171202951,28.978436972086964
id_5041494,-10.338763059363592,29.34135369697489
id_3442882,-10.165291819090651,32.155015439658115
id_1390032,-9.821446564821022,29.08334355670111
id_1388466,-9.73911795472631,29.23771994576701
id_1384934,-9.574633885296592,29.500691620366386
id_1376851,-8.953915209992214,29.041801404068146
