id,YCoordinate,XCoordinate
id_5241429,-17.36002769710667,25.76133965716956
id_5235801,-17.191561124376857,27.473960481569488
id_5233753,-17.128737416922668,25.076820281287045
id_5221508,-16.78313134968485,26.046616336626336
id_5218166,-16.694921378770786,27.088157589082577
id_5201746,-16.205728476277354,27.668006325860063
id_5189959,-15.72493125852194,28.08639542090813
id_5158197,-14.772444286656391,28.648177653208784
id_3582426,-14.135819312661326,32.48519086732496
id_5131717,-13.81994141593918,24.02545176406268
id_5129560,-13.763121243307872,25.88442335837856
id_5125762,-13.63861917098384,27.46597216356068
id_5125013,-13.599663008877114,29.471221098606257
id_5119807,-13.46567430762646,27.890606535604203
id_5118824,-13.426672928866845,28.49078818323237
id_5117836,-13.39109433179096,28.388998945282413
id_5109050,-13.09649967300811,27.06825532697907
id_3519706,-12.695271743444648,30.43508914546537
id_5094637,-12.58021501088389,27.67572077636895
id_5085925,-12.306971825203702,25.76219823518388
id_5075645,-11.78748765385984,25.03052097572894
id_3475663,-10.93037319885476,30.094929228012965
id_5044404,-10.449273888142631,29.040854393415465
id_1382877,-9.44284915921967,28.89893995948585
id_1370973,-8.546244867632073,29.203037982821986
