id,YCoordinate,XCoordinate
id_5248727,-17.561268679796285,26.240499223745218
id_5220217,-16.748844422177925,26.62845327146636
id_5215242,-16.613122248631264,26.56308708344337
id_5214275,-16.586178979825803,26.65688960369214
id_5204478,-16.286994171812346,27.69635912194645
id_5198343,-16.097420358722548,27.61153949085305
id_5189740,-15.697984704931262,23.999790632167493
id_5185003,-15.449433701871074,23.668267383705523
id_5174895,-15.191571726460833,28.0929278918455
id_5171629,-15.107879807500575,24.482392768826912
id_5144823,-14.344646152319548,29.0343354937612
id_5133803,-13.896421849035953,28.54000900267712
id_5128827,-13.732435532730667,28.733099770105856
id_5128501,-13.72729035126831,28.039553616748982
id_5121300,-13.510387499928614,28.02012755987878
id_5120065,-13.47513515854939,26.236829567992093
id_5106265,-13.014930672050308,27.317228869056635
id_5092601,-12.501002119335134,24.960879112558818
id_3511469,-12.309666542306966,33.24314026470543
id_5063118,-11.173630220530136,29.97000634894012
id_5062566,-11.15545729747778,28.862556495732075
id_5047466,-10.559789003626166,28.69441336279321
id_5043172,-10.403486494769274,29.13185870056841
id_1045543,-9.201089565713376,31.611147224629907
id_1032067,-8.874727375364836,31.40328210947341
