id,YCoordinate,XCoordinate
id_5231150,-17.056386224988984,27.238684779313743
id_5229534,-17.010658597465074,26.47762139635024
id_5216482,-16.64843155716757,26.26294482703085
id_5213073,-16.550263111712955,26.872521622247284
id_5201322,-16.196592600070733,26.302066039459145
id_5193345,-15.896180950425835,28.18071125413383
id_5173661,-15.166874115334938,27.320215144363733
id_5162988,-14.904835688585404,27.180361934783424
id_5152098,-14.615183365459323,27.430822681750787
id_5145908,-14.395097143646572,28.28370900561473
id_5144066,-14.31132081050088,28.67256867777285
id_5138729,-14.08849524447184,28.13378885898033
id_5132352,-13.852166169064716,28.3824418373272
id_5113498,-13.238106914198836,24.51216398146697
id_5109727,-13.10867059470169,28.74707407411929
id_3532965,-13.101135121208118,30.366431647010568
id_3526147,-12.931557191550258,30.58007423748632
id_5092073,-12.488574491501874,25.94536904734107
id_3484659,-11.134053433753198,33.18716629483917
id_3484254,-11.113784768736451,30.39499439439374
id_3483238,-11.092991719988104,31.27363031329536
id_3454042,-10.463522014558814,32.08112624108865
id_3452668,-10.424415020767784,31.35049313576777
id_5038665,-10.203145050736977,29.34947859029196
id_1389860,-9.812351751754832,29.09240021948853
