id,YCoordinate,XCoordinate
id_5220952,-16.76687457840523,27.397832139982324
id_5205236,-16.314619567450496,26.47950575742293
id_5203147,-16.25178623956386,26.71362487800326
id_5188008,-15.57294663465417,22.95870147473105
id_5171443,-15.106764009109046,28.660033271151875
id_5167586,-15.007262456894065,24.372049381288026
id_5166557,-14.99497476763463,26.60374960237223
id_5161250,-14.853444654715426,28.695249863533306
id_5156997,-14.75104217928154,27.273144140077587
id_5154024,-14.66617299813559,28.30384520812725
id_5145474,-14.370855755917113,29.1365389380638
id_3591021,-14.279029287920896,32.02133568816333
id_5127061,-13.665095246063933,29.2409062925269
id_5109538,-13.106116461224092,24.9099077047124
id_3525879,-12.926106967372377,31.003907933981843
id_5081774,-12.12890502913868,26.94852203830596
id_5056090,-10.837179398488626,29.153154250224382
id_5053004,-10.738624358535402,29.024490396542067
id_5045405,-10.478002421913851,29.981410189221187
id_1059124,-9.665049331131256,32.949105895346314
id_1056900,-9.565333492047868,32.602844574160585
id_1041724,-9.09349046332587,31.875414341129964
id_1036000,-8.956556611547958,31.51205194781957
id_1375619,-8.863168733087283,29.10492011871872
id_1369075,-8.435984142626006,29.501950155279093
