id,YCoordinate,XCoordinate
id_5239904,-17.318433695341902,26.693200892142084
id_5236619,-17.218799255842708,26.580499651503416
id_5222292,-16.801999410458127,27.76389927302245
id_5216275,-16.640420459751056,27.341309457888
id_5209128,-16.43269517271607,27.191074637563204
id_5198214,-16.09721706172559,26.32111525752476
id_5173114,-15.114179222947923,22.54972991497331
id_5167839,-15.016458005699194,28.65003451668899
id_5160436,-14.84088600200679,27.579978611093985
id_5147917,-14.45339535952464,28.99822739397299
id_3595944,-14.36750306640366,31.63147585292474
id_5123523,-13.573922731474132,26.042425922855795
id_5122877,-13.55384997162388,25.61743175476294
id_3548689,-13.453992959080276,30.41800346394384
id_5116705,-13.355647473760222,25.74782637077545
id_5109238,-13.081676213982186,23.491090162029543
id_3517634,-12.600693003207333,30.997257090181403
id_5093148,-12.512013925532743,24.179106535925907
id_5089540,-12.407946095581432,27.840864856368995
id_3509924,-12.21932541515325,32.90289176590386
id_5043180,-10.402992144495554,29.20489363251044
id_5039875,-10.264814713703627,29.559785559094355
id_3443208,-10.174335310849436,32.15499166802374
id_1391351,-9.89300018168043,29.202293776981843
id_1368898,-8.426831311015706,29.52004280716551
