id,YCoordinate,XCoordinate
id_5235978,-17.19769694731771,25.81884144125072
id_5226935,-16.937393615479444,26.186702244101284
id_5221916,-16.79433809695129,26.872359883177623
id_5218000,-16.667491040866487,23.62918957952749
id_5171605,-15.102835914386796,24.06408919135864
id_5158886,-14.749444098766526,21.91811279370516
id_5156311,-14.732088842973138,27.691166329444805
id_5153434,-14.643389969309318,28.972092953692663
id_5149093,-14.50163225283181,28.599770220826784
id_5139956,-14.14218561196929,28.24522245212309
id_5138095,-14.060922379981282,28.22626042028796
id_5137972,-14.044827215999437,29.216784247234624
id_5137461,-14.031642800241457,28.596456953622244
id_5113464,-13.217447002353149,22.90884261397376
id_5111375,-13.17567405756501,25.93327560207352
id_5107007,-13.02898847831871,28.479152896241143
id_5105681,-12.99644217186482,27.55695640373993
id_5102506,-12.89662126678664,27.70421103529076
id_3512405,-12.349249208511877,30.162841954439067
id_5080528,-12.046828256919044,26.37890676682766
id_3504043,-11.826157726704926,31.434356858051235
id_1387405,-9.694106314775375,29.210092115566425
id_1055607,-9.511225518999687,32.785128139665126
id_1382159,-9.381593221454928,29.92690045070855
id_1382032,-9.373445968980008,29.81767233643764
