id,YCoordinate,XCoordinate
id_5252967,-17.689166044352582,26.79630518876733
id_5250890,-17.62599445461969,27.041465731463003
id_5240491,-17.333367857757608,25.8367967155362
id_5230819,-17.047385589556736,26.79701324245551
id_5216473,-16.648114554511785,26.1785564173426
id_5207306,-16.377195304711126,27.75286046605222
id_5203523,-16.26038544806175,27.518457647942046
id_5188854,-15.6524784786395,28.1139992588477
id_5184870,-15.46293203600216,28.05705637512893
id_5182185,-15.367516238426024,24.28380389944016
id_5163304,-14.906578821947512,25.163047474943923
id_3597984,-14.398280828634002,30.898765629135625
id_3591018,-14.278913393691418,31.99352585651232
id_5135765,-13.971504176365224,28.01286703798174
id_3564758,-13.810175799137705,32.421148935620266
id_5124022,-13.57354719453566,29.36935583489172
id_3538650,-13.241097655779791,32.78250532077846
id_3538200,-13.229843823505156,31.914939998721863
id_3535732,-13.177547664589795,32.57954460278515
id_3516743,-12.562921804549546,33.17893616117345
id_5076731,-11.828091338630967,29.545862495856948
id_3450343,-10.36264840885022,31.6795646367892
id_5035749,-10.012714003219576,29.439268005998773
id_1048735,-9.29414412999028,32.77615659912958
id_1036893,-8.975064270369892,31.62111266903825
