id,YCoordinate,XCoordinate
id_5250860,-17.62555093154659,26.57956975445934
id_5245497,-17.47221062198278,26.77771088494438
id_5243066,-17.404854331838877,25.704558711554693
id_5241848,-17.37285673184882,26.86255214559452
id_5233842,-17.137322109031196,26.524275019041685
id_5221677,-16.78374222996601,27.81074246236798
id_5214214,-16.584450992809522,26.08509351916442
id_5205594,-16.324222949338946,27.181607268749552
id_5199680,-16.143191076927398,26.63895678194613
id_5198315,-16.098053177956757,27.32166563767005
id_5191122,-15.790555847080286,26.60224132466727
id_5186941,-15.536599588288066,24.08597123217135
id_5179223,-15.296546211270824,28.661519140462502
id_5159086,-14.804956925343737,27.477660392220955
id_5152637,-14.633664362745648,27.00370357748313
id_3603781,-14.500631691813211,31.259563361229404
id_5148246,-14.460091558125203,23.942973028470377
id_3599151,-14.419362769826458,31.269469414012544
id_5137232,-14.02290511495223,28.55010716790701
id_5116371,-13.327851751551613,23.671949805508
id_3517855,-12.617190534841557,32.838290609783215
id_3514223,-12.4378842384199,30.00564553379765
id_5084883,-12.27350238911974,27.233555941414085
id_5082172,-12.15195257621632,25.49643987881532
id_3446636,-10.264697468896808,32.12735997517984
