id,YCoordinate,XCoordinate
id_5222472,-16.811359297318393,26.3280116099869
id_5220164,-16.747350085055952,26.13122541822692
id_5214194,-16.574450764325796,24.76388347178152
id_5200529,-16.170311375204843,26.63890757394014
id_5193172,-15.868020267693726,23.316432154862746
id_5192475,-15.862037544185132,27.722900162439903
id_5192268,-15.85398961631737,26.69551355023048
id_5184381,-15.44457987761467,28.112881987465624
id_5178135,-15.272302768493685,28.21439983362432
id_5169827,-15.076689077180122,27.022321140869323
id_5166393,-14.97932909002118,28.77990990854552
id_5154061,-14.663859674736962,28.665930103988387
id_5125749,-13.63770573487478,26.18084078010633
id_5120032,-13.473031026162886,25.71950608930741
id_5113350,-13.237760276474187,28.32352815166568
id_5106842,-13.032665458220585,26.46876390928568
id_5093292,-12.525841109482794,27.72159785402837
id_5093009,-12.51719206393068,27.555909338514347
id_5088504,-12.382047339949745,26.801283754678018
id_3507087,-12.02942447671783,32.93052197027856
id_5066378,-11.344252544671452,29.01948586452851
id_5036316,-10.050821280696494,29.156866349193923
id_1388085,-9.720246762824832,29.356021952725275
id_1370790,-8.539101031309139,28.839742662282102
id_1369766,-8.469635301572547,29.865189922325104
