id,YCoordinate,XCoordinate
id_5256001,-17.785918290541172,25.956537880665365
id_5237476,-17.24607534902321,26.66509992386926
id_5229564,-17.011253876982394,26.82523779675928
id_5226552,-16.9209459413557,25.07894252733637
id_5212064,-16.52201213508896,26.300908580334585
id_5205073,-16.304913726040393,27.743223564187684
id_5201162,-16.188196021587324,27.4621384931526
id_5173708,-15.165828369141524,27.757713758684982
id_5167776,-15.020747909862404,27.878122436163405
id_5166537,-14.988990259920474,25.30180622493279
id_5166788,-14.958560184402792,22.432389698898145
id_5165229,-14.957010433728875,27.989447488473253
id_5163512,-14.90909171253439,28.49120322886678
id_5157786,-14.766883319700607,28.053614715039146
id_5149930,-14.51537808407238,23.38618076783693
id_5143435,-14.28647212347205,28.310899413544927
id_5143190,-14.271778811371528,24.89958561729188
id_5133121,-13.842986165694716,22.565816692890188
id_5119273,-13.446830647256023,28.08451692677659
id_5109881,-13.123493751223137,27.271237316509488
id_5096554,-12.671039226883508,26.50636052066168
id_3503621,-11.798986728753894,31.42533490960305
id_5070436,-11.52651697970969,28.79163326112069
id_5063771,-11.21878795438838,28.853805048624263
id_1040147,-9.048667277499634,32.01202031131231
