id,YCoordinate,XCoordinate
id_5236070,-17.201122605368344,26.88148901372952
id_5229223,-17.001689772015737,26.50582961547289
id_5220873,-16.766794716681396,26.56273775097539
id_5202482,-16.23227935778494,26.17094644856252
id_5200951,-16.176872003608633,28.08883256641119
id_5198513,-16.106891062233828,26.56421189622697
id_5190263,-15.744418346277048,26.24762625306278
id_5183456,-15.418572879761882,26.13698007937616
id_5176560,-15.227213190394329,24.657760769456736
id_5141815,-14.20393632112291,29.570246819313294
id_3581233,-14.113517555800447,31.48481300943904
id_5129899,-13.773565895703276,27.743756076613003
id_3559741,-13.711018998982231,32.569365263842535
id_5128063,-13.703667152751692,28.954745542955006
id_5125069,-13.59106659259334,23.14233316879416
id_5120456,-13.481388763142895,28.40799325477224
id_5111907,-13.187964220246188,24.97377669481788
id_5111771,-13.181883617791286,28.609220864162424
id_5097307,-12.69476859944062,28.43115744234161
id_5083908,-12.237019520514355,26.525568435031715
id_5069863,-11.492409300193495,29.69853245039525
id_5052398,-10.721790006635633,28.823286694672763
id_1382122,-9.389040343919108,28.816715458738788
id_1381877,-9.371052600279851,28.798415479937795
id_1048377,-9.282779179209363,31.692752204412155
