id,YCoordinate,XCoordinate
id_5239907,-17.31847493174735,26.72143267163637
id_5232365,-17.092235273830457,27.426713432340502
id_5231710,-17.074152820049626,26.571426112999102
id_5230186,-17.02910105814202,26.64669640584791
id_5204648,-16.296469019625643,26.45147335590992
id_5201983,-16.215781856818776,27.12536794178165
id_5176033,-15.217382567551628,28.33510352847364
id_5173780,-15.162580854991011,28.427822947701724
id_5170886,-15.103584591199205,26.677996969675203
id_5169912,-15.074058624490409,28.09232556314412
id_5154744,-14.681320299136264,28.74962225485741
id_3602213,-14.467915061569071,30.61992594050664
id_5143633,-14.295712949798418,28.273873167217143
id_5127258,-13.679715848717288,28.501611039636348
id_5126674,-13.66444538781828,27.92833066249832
id_5126254,-13.63268114310608,29.767144929364868
id_5121529,-13.51710972824296,25.516020495932068
id_5118805,-13.427649777980385,28.315326260106136
id_5115695,-13.32060031010011,28.000862360727528
id_5103911,-12.94148052442241,27.82417947900961
id_3522634,-12.81541930307051,30.72851342663021
id_3522134,-12.793356662735414,30.305228799879657
id_5092795,-12.505710698955502,28.27368561860627
id_3511140,-12.291681657063265,32.93965003414552
id_5039025,-10.23433534907499,28.692659237421186
