id,YCoordinate,XCoordinate
id_5215672,-16.621688541100138,27.62254984674917
id_5206362,-16.35068276821875,26.44195959804183
id_5205762,-16.310802752680836,23.91582149425288
id_5196816,-16.04003598892552,28.312405743906808
id_5177304,-15.257375260231894,26.75226632854688
id_5167267,-15.003816039684644,24.911198388217525
id_3606391,-14.54309742360935,30.92523308287509
id_5142907,-14.251932920725295,29.29290442527056
id_3574314,-14.00071344727078,32.88367037660095
id_5129137,-13.740176799580002,28.90882262954713
id_5127641,-13.677528076018056,29.795380941279426
id_5123939,-13.58097932960922,28.380855450688024
id_5120050,-13.473864274846884,25.8950163855157
id_5114167,-13.261129481943966,28.91424418788584
id_5105666,-12.996701875606076,27.41863977189533
id_3527836,-12.980541155042852,31.03112186804435
id_5104511,-12.959089859634185,27.962523095487548
id_3526489,-12.94301088290242,30.8563491066399
id_3522455,-12.816149339550316,32.86580907824979
id_5080371,-12.037701237235874,26.34217997806968
id_5074067,-11.707527844838742,28.75610077400661
id_5065576,-11.305447936251314,29.376341283238727
id_5038555,-10.191204255325625,29.72336817128356
id_1393439,-10.006189842418456,29.777388700584552
id_1022229,-8.674879591681407,31.195153527287086
