id,YCoordinate,XCoordinate
id_5239807,-17.307920047608796,24.924479346230267
id_5234752,-17.16427362095116,26.458388172412803
id_5223819,-16.84726290386437,27.745307817461807
id_5222304,-16.801550550732834,27.876506078214685
id_5201647,-16.206455555176877,26.62948581032412
id_5190893,-15.759876297213651,23.905641272742653
id_5190363,-15.718435293476892,23.021037007844026
id_5178244,-15.24237701620678,22.64921180539044
id_5169677,-15.037139415842413,22.76477525100872
id_5163169,-14.86485989757525,22.258257804246096
id_5155835,-14.713744271226473,24.81186440337041
id_5145642,-14.385905112309972,28.3114774038586
id_5128775,-13.736252444825316,28.05808953344187
id_5121254,-13.511126411598692,26.18127488940309
id_5119246,-13.447781715408356,27.83511554849652
id_5114433,-13.270909451599664,28.812820564987604
id_5093220,-12.526467260394602,26.57106620841706
id_5092765,-12.506975929125732,27.970021677403125
id_5080226,-12.02909073587198,26.56268370458588
id_5073876,-11.691060863337691,29.709607791766786
id_3450693,-10.37360185993646,32.282342245442734
id_1065748,-9.899012143617476,32.100790949081244
id_1061089,-9.738810911383794,30.71593682638029
id_1387372,-9.696311251686256,28.836567380212497
id_1021748,-8.666008823570264,31.2315382436706
