id,YCoordinate,XCoordinate
id_5204272,-16.254796123722862,23.24390845317848
id_5182274,-15.383939276146766,27.25531568322979
id_5175163,-15.203175929010122,26.798882059635428
id_5175374,-15.19148275098246,29.302748500964363
id_5171681,-15.121895855277318,26.994404945936
id_5155488,-14.70249963119165,24.58919896081796
id_5152120,-14.614716509967971,27.63508968969329
id_5151483,-14.592126387114975,25.41626234568272
id_5138716,-14.090279034769056,27.652139596877085
id_5138324,-14.069771229250549,28.263351220208293
id_5134131,-13.90051411823608,29.18765344898528
id_5129382,-13.752251112334289,28.46508243459334
id_5128099,-13.700206434317588,29.35213724676769
id_5126614,-13.66122563894767,25.431929887245268
id_5126866,-13.64562567761732,23.16912972474337
id_3542377,-13.314582835654416,30.05976567188967
id_3536045,-13.171640731479837,30.19974481443143
id_5111148,-13.168264400453058,27.548114775394705
id_5100034,-12.816153706799792,26.874667532353435
id_5099924,-12.803397969227287,28.40413228419357
id_3511454,-12.309754450225595,33.10518863487215
id_3498899,-11.559165699250448,32.94898327674912
id_5039478,-10.243910716464178,29.897116041274693
id_5035457,-9.998998634656031,28.746150163314528
id_1061103,-9.744565104760046,31.86419020798378
