site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5153824,9,Zambia_0.05_n_325-349.csv,,DSB,24.5061876163366,-14.65645155847748,true,1,2019,8,12,3
id_5125072,14,Zambia_0.05_n_325-349.csv,,DSB,23.170002249275537,-13.591493938043662,false,1,2018,8,18,1
id_5116740,15,Zambia_0.05_n_325-349.csv,,DSB,27.419255071968298,-13.358395843755105,false,1,2023,8,11,1
id_5116740,15,Zambia_0.05_n_325-349.csv,,DSB,27.419255071968298,-13.358395843755105,false,2,2021,9,21,1
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,true,1,2023,9,24,1
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,true,2,2021,9,16,1
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,true,3,2018,10,27,1
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,true,4,2018,8,23,1
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,true,5,2017,6,4,1
id_5106330,17,Zambia_0.05_n_325-349.csv,,DSB,28.073379078112406,-13.012904379153523,true,6,2016,8,2,1
id_5129022,13,Zambia_0.05_n_325-349.csv,,DSB,27.364438245458505,-13.747293569390264,true,1,2023,7,16,1
id_3596939,11,Zambia_0.05_n_325-349.csv,,DSB,31.25120543704015,-14.383076223347857,true,1,2023,6,6,3
id_3596939,11,Zambia_0.05_n_325-349.csv,,DSB,31.25120543704015,-14.383076223347857,true,2,2019,6,19,1
id_5148496,10,Zambia_0.05_n_325-349.csv,,DSB,24.647285736825243,-14.477225239313874,true,1,2023,7,24,1
id_5078220,21,Zambia_0.05_n_325-349.csv,,DSB,28.711530164910084,-11.91571272579,false,1,2023,7,3,1
id_3514075,20,Zambia_0.05_n_325-349.csv,,DSB,32.39673375556805,-12.444749145157786,true,1,2023,8,13,4
id_3514075,20,Zambia_0.05_n_325-349.csv,,DSB,32.39673375556805,-12.444749145157786,true,2,2018,10,23,3
id_5036583,22,Zambia_0.05_n_325-349.csv,,DSB,29.175225997232403,-10.0687779330496,true,1,2023,6,4,1
id_1055351,23,Zambia_0.05_n_325-349.csv,,DSB,32.484479507639726,-9.501866686821362,true,1,2023,9,3,4
id_1055351,23,Zambia_0.05_n_325-349.csv,,DSB,32.484479507639726,-9.501866686821362,true,2,2019,10,9,1
id_1378949,24,Zambia_0.05_n_325-349.csv,,DSB,29.079098115895302,-9.116416297125282,false,1,2019,6,19,4
id_5100192,18,Zambia_0.05_n_325-349.csv,,DSB,28.49629957130005,-12.81193056761853,true,1,2017,7,20,5
id_5100192,18,Zambia_0.05_n_325-349.csv,,DSB,28.49629957130005,-12.81193056761853,true,2,2017,6,10,4
id_5100192,18,Zambia_0.05_n_325-349.csv,,DSB,28.49629957130005,-12.81193056761853,true,3,2016,9,6,4
id_5093054,19,Zambia_0.05_n_325-349.csv,,DSB,28.043676471507485,-12.515742182140643,false,1,2024,6,10,1
id_5093054,19,Zambia_0.05_n_325-349.csv,,DSB,28.043676471507485,-12.515742182140643,false,2,2018,8,23,5
id_5093054,19,Zambia_0.05_n_325-349.csv,,DSB,28.043676471507485,-12.515742182140643,false,3,2018,8,19,5
id_5093054,19,Zambia_0.05_n_325-349.csv,,DSB,28.043676471507485,-12.515742182140643,false,4,2017,7,20,5
id_5093054,19,Zambia_0.05_n_325-349.csv,,DSB,28.043676471507485,-12.515742182140643,false,5,2016,8,2,5
id_1371299,25,Zambia_0.05_n_325-349.csv,,DSB,29.620787799053204,-8.561714718037829,false,1,2024,9,1,1
id_1371299,25,Zambia_0.05_n_325-349.csv,,DSB,29.620787799053204,-8.561714718037829,false,2,2019,7,15,2
id_1371299,25,Zambia_0.05_n_325-349.csv,,DSB,29.620787799053204,-8.561714718037829,false,3,2019,7,7,2
id_5221139,4,Zambia_0.05_n_325-349.csv,,DSB,25.07111416256551,-16.767270496589795,false,1,2019,9,30,1
id_5218870,5,Zambia_0.05_n_325-349.csv,,DSB,26.99436073212489,-16.71301969801408,false,1,2022,7,22,1
id_5218870,5,Zambia_0.05_n_325-349.csv,,DSB,26.99436073212489,-16.71301969801408,false,2,2021,9,5,1
id_5218870,5,Zambia_0.05_n_325-349.csv,,DSB,26.99436073212489,-16.71301969801408,false,3,2018,9,15,1
id_5207881,7,Zambia_0.05_n_325-349.csv,,DSB,27.63119159200231,-16.39567457155669,true,1,2021,9,5,1
id_5207881,7,Zambia_0.05_n_325-349.csv,,DSB,27.63119159200231,-16.39567457155669,true,2,2019,7,27,4
id_5218898,6,Zambia_0.05_n_325-349.csv,,DSB,27.322677047057745,-16.712767966131857,true,1,2018,8,18,3
id_5228658,2,Zambia_0.05_n_325-349.csv,,DSB,27.313743322643568,-16.983968789840993,true,1,2018,8,18,4
id_5224935,3,Zambia_0.05_n_325-349.csv,,DSB,25.867760769774904,-16.88164619211684,true,1,2020,6,6,1
id_5224935,3,Zambia_0.05_n_325-349.csv,,DSB,25.867760769774904,-16.88164619211684,true,2,2018,9,1,1
id_5242491,1,Zambia_0.05_n_325-349.csv,,DSB,26.75898069255763,-17.39083693627089,true,1,2023,6,30,3
id_5242491,1,Zambia_0.05_n_325-349.csv,,DSB,26.75898069255763,-17.39083693627089,true,2,2019,7,27,1
id_5242491,1,Zambia_0.05_n_325-349.csv,,DSB,26.75898069255763,-17.39083693627089,true,3,2018,6,15,3
