site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,1,2021,9,13,1
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,2,2018,10,28,1
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,3,2018,9,22,1
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,4,2017,7,20,1
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,5,2016,9,29,1
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,6,2016,8,23,1
id_5105746,18,Zambia_0.05_n_975-999.csv,Update,MV,28.23925192000523,-12.99408357994823,true,7,2016,7,22,1
id_5162622,7,Zambia_0.05_n_975-999.csv,Update,MV,27.5057495212704,-14.89530738517688,true,1,2018,8,29,3
id_5162622,7,Zambia_0.05_n_975-999.csv,Update,MV,27.5057495212704,-14.89530738517688,true,2,2017,9,12,5
id_5191680,5,Zambia_0.05_n_975-999.csv,Update,MV,28.10554916323675,-15.81522667168522,false,1,2023,6,4,1
id_5191680,5,Zambia_0.05_n_975-999.csv,Update,MV,28.10554916323675,-15.81522667168522,false,2,2017,9,18,1
id_5191680,5,Zambia_0.05_n_975-999.csv,Update,MV,28.10554916323675,-15.81522667168522,false,3,2017,8,28,1
id_5191680,5,Zambia_0.05_n_975-999.csv,Update,MV,28.10554916323675,-15.81522667168522,false,4,2016,8,12,1
id_5199178,4,Zambia_0.05_n_975-999.csv,Update,MV,27.37782253543396,-16.125081738326383,false,1,2023,6,25,3
id_5199178,4,Zambia_0.05_n_975-999.csv,Update,MV,27.37782253543396,-16.125081738326383,false,2,2018,8,10,1
id_5220928,1,Zambia_0.05_n_975-999.csv,Update,MV,27.13510661072223,-16.767214168977443,false,1,2020,9,20,1
id_5220928,1,Zambia_0.05_n_975-999.csv,Update,MV,27.13510661072223,-16.767214168977443,false,2,2018,8,18,1
id_5220928,1,Zambia_0.05_n_975-999.csv,Update,MV,27.13510661072223,-16.767214168977443,false,3,2017,7,7,5
id_5200585,3,Zambia_0.05_n_975-999.csv,Update,MV,27.16275731247106,-16.170555401220255,false,1,2023,6,25,1
id_5200585,3,Zambia_0.05_n_975-999.csv,Update,MV,27.16275731247106,-16.170555401220255,false,2,2018,10,20,1
id_5217438,2,Zambia_0.05_n_975-999.csv,Update,MV,26.309730865423,-16.67571039719955,true,1,2023,10,2,5
id_5150455,10,Zambia_0.05_n_975-999.csv,Update,MV,27.022268417831103,-14.56133098236757,false,1,2023,6,30,4
id_1035612,25,Zambia_0.05_n_975-999.csv,Update,MV,32.112341053798,-8.949439450421698,true,1,2024,7,8,1
id_1035612,25,Zambia_0.05_n_975-999.csv,Update,MV,32.112341053798,-8.949439450421698,true,2,2016,7,31,1
id_3572350,13,Zambia_0.05_n_975-999.csv,Update,MV,32.21709278693374,-13.963312699703222,false,1,2024,9,8,1
id_3572350,13,Zambia_0.05_n_975-999.csv,Update,MV,32.21709278693374,-13.963312699703222,false,2,2016,6,10,1
id_5151101,9,Zambia_0.05_n_975-999.csv,Update,MV,28.86010962716882,-14.5720133169245,false,1,2023,9,29,1
id_5084817,22,Zambia_0.05_n_975-999.csv,Update,MV,26.46113747772756,-12.27307215938599,false,1,2023,7,24,1
id_5084817,22,Zambia_0.05_n_975-999.csv,Update,MV,26.46113747772756,-12.27307215938599,false,2,2022,6,16,1
id_5084817,22,Zambia_0.05_n_975-999.csv,Update,MV,26.46113747772756,-12.27307215938599,false,3,2019,6,18,1
id_5107387,17,Zambia_0.05_n_975-999.csv,Update,MV,29.944488134419075,-13.025515042620404,true,1,2018,10,4,1
id_5042725,23,Zambia_0.05_n_975-999.csv,Update,MV,29.5698622058768,-10.382200804199588,false,1,2023,7,18,1
id_5160038,8,Zambia_0.05_n_975-999.csv,Update,MV,27.124535164552352,-14.832542333349478,false,1,2023,9,9,1
id_5160038,8,Zambia_0.05_n_975-999.csv,Update,MV,27.124535164552352,-14.832542333349478,false,2,2019,7,27,1
id_5130970,15,Zambia_0.05_n_975-999.csv,Update,MV,25.86570745814313,-13.808238651317165,false,1,2024,6,26,1
id_3514658,21,Zambia_0.05_n_975-999.csv,Update,MV,31.04428764174768,-12.465467768898517,true,1,2016,10,24,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,1,2023,10,7,4
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,2,2022,10,5,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,3,2021,9,13,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,4,2018,8,19,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,5,2018,6,14,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,6,2017,7,20,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,7,2017,6,10,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,8,2017,6,4,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,9,2016,8,26,1
id_5097297,20,Zambia_0.05_n_975-999.csv,Update,MV,28.339079964981533,-12.695248977268104,true,10,2016,6,27,1
id_3565561,14,Zambia_0.05_n_975-999.csv,Update,MV,31.699459321941088,-13.825494724245043,false,1,2023,7,17,1
