site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_3513332,22,Zambia_0.05_n_425-449.csv,Update,MV,33.040826366567046,-12.409246288523764,true,1,2023,9,10,1
id_3513332,22,Zambia_0.05_n_425-449.csv,Update,MV,33.040826366567046,-12.409246288523764,true,2,2019,9,6,1
id_3513332,22,Zambia_0.05_n_425-449.csv,Update,MV,33.040826366567046,-12.409246288523764,true,3,2018,8,20,1
id_5087738,23,Zambia_0.05_n_425-449.csv,Update,MV,29.65181113159898,-12.34208326612946,true,1,2023,6,19,1
id_5087738,23,Zambia_0.05_n_425-449.csv,Update,MV,29.65181113159898,-12.34208326612946,true,2,2019,8,26,1
id_5087738,23,Zambia_0.05_n_425-449.csv,Update,MV,29.65181113159898,-12.34208326612946,true,3,2019,6,26,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,1,2022,10,1,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,2,2022,7,25,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,3,2021,9,12,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,4,2020,10,28,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,5,2020,8,28,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,6,2020,8,23,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,7,2019,7,9,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,8,2018,8,25,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,9,2018,8,23,1
id_5095054,21,Zambia_0.05_n_425-449.csv,Update,MV,27.92433194600672,-12.59755616023735,true,10,2018,8,19,1
