site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5134131,11,Zambia_0.05_n_449-473.csv,Update,MV,29.18765344898528,-13.90051411823608,true,1,2023,7,26,5
id_5134131,11,Zambia_0.05_n_449-473.csv,Update,MV,29.18765344898528,-13.90051411823608,true,2,2020,7,14,5
id_5134131,11,Zambia_0.05_n_449-473.csv,Update,MV,29.18765344898528,-13.90051411823608,true,3,2016,8,1,5
id_5035457,24,Zambia_0.05_n_449-473.csv,Update,MV,28.746150163314528,-9.998998634656031,true,1,2023,6,12,1
id_5035457,24,Zambia_0.05_n_449-473.csv,Update,MV,28.746150163314528,-9.998998634656031,true,2,2022,6,22,1
id_5035457,24,Zambia_0.05_n_449-473.csv,Update,MV,28.746150163314528,-9.998998634656031,true,3,2019,6,18,1
id_5039478,23,Zambia_0.05_n_449-473.csv,Update,MV,29.897116041274693,-10.243910716464178,false,1,2024,7,11,1
id_5039478,23,Zambia_0.05_n_449-473.csv,Update,MV,29.897116041274693,-10.243910716464178,false,2,2022,9,20,1
id_5039478,23,Zambia_0.05_n_449-473.csv,Update,MV,29.897116041274693,-10.243910716464178,false,3,2019,9,4,1
id_5129382,12,Zambia_0.05_n_449-473.csv,Update,MV,28.46508243459334,-13.752251112334289,false,1,2024,7,24,1
id_5129382,12,Zambia_0.05_n_449-473.csv,Update,MV,28.46508243459334,-13.752251112334289,false,2,2018,9,16,1
id_5129382,12,Zambia_0.05_n_449-473.csv,Update,MV,28.46508243459334,-13.752251112334289,false,3,2016,9,9,1
id_5138324,10,Zambia_0.05_n_449-473.csv,Update,MV,28.263351220208293,-14.069771229250549,false,1,2020,6,6,1
id_5138324,10,Zambia_0.05_n_449-473.csv,Update,MV,28.263351220208293,-14.069771229250549,false,2,2019,9,14,1
id_5138324,10,Zambia_0.05_n_449-473.csv,Update,MV,28.263351220208293,-14.069771229250549,false,3,2016,9,19,1
id_5138324,10,Zambia_0.05_n_449-473.csv,Update,MV,28.263351220208293,-14.069771229250549,false,4,2016,7,27,1
id_5138716,9,Zambia_0.05_n_449-473.csv,Update,MV,27.652139596877085,-14.090279034769056,false,1,2017,9,22,1
id_5171681,5,Zambia_0.05_n_449-473.csv,Update,MV,26.994404945936,-15.121895855277318,true,1,2017,8,24,5
id_5155488,6,Zambia_0.05_n_449-473.csv,Update,MV,24.58919896081796,-14.70249963119165,false,1,2016,6,30,1
id_5182274,2,Zambia_0.05_n_449-473.csv,Update,MV,27.25531568322979,-15.383939276146766,false,1,2024,6,18,1
id_5182274,2,Zambia_0.05_n_449-473.csv,Update,MV,27.25531568322979,-15.383939276146766,false,2,2020,9,22,1
id_5151483,8,Zambia_0.05_n_449-473.csv,Update,MV,25.41626234568272,-14.592126387114975,true,1,2023,9,1,1
id_5152120,7,Zambia_0.05_n_449-473.csv,Update,MV,27.63508968969329,-14.614716509967971,false,1,2018,8,26,5
id_5204272,1,Zambia_0.05_n_449-473.csv,Update,MV,23.24390845317848,-16.254796123722862,true,1,2016,6,30,1
id_5126866,15,Zambia_0.05_n_449-473.csv,Update,MV,23.16912972474337,-13.64562567761732,false,1,2018,8,18,1
id_3542377,16,Zambia_0.05_n_449-473.csv,Update,MV,30.05976567188967,-13.314582835654416,true,1,2024,7,29,1
id_3542377,16,Zambia_0.05_n_449-473.csv,Update,MV,30.05976567188967,-13.314582835654416,true,2,2023,9,21,1
id_3542377,16,Zambia_0.05_n_449-473.csv,Update,MV,30.05976567188967,-13.314582835654416,true,3,2019,8,23,1
id_5175163,3,Zambia_0.05_n_449-473.csv,Update,MV,26.798882059635428,-15.203175929010122,true,1,2023,9,19,5
id_5175163,3,Zambia_0.05_n_449-473.csv,Update,MV,26.798882059635428,-15.203175929010122,true,2,2019,10,30,1
id_5111148,18,Zambia_0.05_n_449-473.csv,Update,MV,27.548114775394705,-13.168264400453058,false,1,2024,7,27,1
id_5111148,18,Zambia_0.05_n_449-473.csv,Update,MV,27.548114775394705,-13.168264400453058,false,2,2019,6,5,1
id_3536045,17,Zambia_0.05_n_449-473.csv,Update,MV,30.19974481443143,-13.171640731479837,true,1,2024,7,16,4
