site_id,internal_id,plot_file,operator,operator_initials,x,y,water_source,image_number,year,month,day,irrigation
id_5158197,8,Zambia_0.05_n_875-899.csv,Update,MV,28.648177653208784,-14.772444286656391,false,1,2023,9,16,4
id_5158197,8,Zambia_0.05_n_875-899.csv,Update,MV,28.648177653208784,-14.772444286656391,false,2,2019,6,13,1
id_5158197,8,Zambia_0.05_n_875-899.csv,Update,MV,28.648177653208784,-14.772444286656391,false,3,2016,9,11,1
id_3582426,9,Zambia_0.05_n_875-899.csv,Update,MV,32.48519086732496,-14.135819312661326,false,1,2019,6,29,1
id_5094637,19,Zambia_0.05_n_875-899.csv,Update,MV,27.67572077636895,-12.58021501088389,false,1,2023,7,29,1
id_5094637,19,Zambia_0.05_n_875-899.csv,Update,MV,27.67572077636895,-12.58021501088389,false,2,2021,10,13,1
id_5094637,19,Zambia_0.05_n_875-899.csv,Update,MV,27.67572077636895,-12.58021501088389,false,3,2021,6,16,5
id_5094637,19,Zambia_0.05_n_875-899.csv,Update,MV,27.67572077636895,-12.58021501088389,false,4,2017,7,17,5
id_3519706,18,Zambia_0.05_n_875-899.csv,Update,MV,30.43508914546537,-12.695271743444648,false,1,2024,9,6,1
id_3519706,18,Zambia_0.05_n_875-899.csv,Update,MV,30.43508914546537,-12.695271743444648,false,2,2017,9,18,1
id_3475663,22,Zambia_0.05_n_875-899.csv,Update,MV,30.094929228012965,-10.93037319885476,true,1,2024,8,11,1
id_3475663,22,Zambia_0.05_n_875-899.csv,Update,MV,30.094929228012965,-10.93037319885476,true,2,2019,9,17,2
id_5044404,23,Zambia_0.05_n_875-899.csv,Update,MV,29.040854393415465,-10.449273888142631,true,1,2020,10,4,1
id_5075645,21,Zambia_0.05_n_875-899.csv,Update,MV,25.03052097572894,-11.78748765385984,true,1,2024,7,12,1
id_5075645,21,Zambia_0.05_n_875-899.csv,Update,MV,25.03052097572894,-11.78748765385984,true,2,2019,8,20,5
id_5085925,20,Zambia_0.05_n_875-899.csv,Update,MV,25.76219823518388,-12.306971825203702,true,1,2020,8,2,1
id_5085925,20,Zambia_0.05_n_875-899.csv,Update,MV,25.76219823518388,-12.306971825203702,true,2,2017,6,28,1
id_1382877,24,Zambia_0.05_n_875-899.csv,Update,MV,28.89893995948585,-9.44284915921967,false,1,2023,9,24,1
id_1382877,24,Zambia_0.05_n_875-899.csv,Update,MV,28.89893995948585,-9.44284915921967,false,2,2019,7,23,1
id_1370973,25,Zambia_0.05_n_875-899.csv,Update,MV,29.203037982821986,-8.546244867632073,false,1,2020,7,28,1
id_1370973,25,Zambia_0.05_n_875-899.csv,Update,MV,29.203037982821986,-8.546244867632073,false,2,2019,7,27,1
id_5118824,15,Zambia_0.05_n_875-899.csv,Update,MV,28.49078818323237,-13.426672928866845,true,1,2024,7,24,3
id_5118824,15,Zambia_0.05_n_875-899.csv,Update,MV,28.49078818323237,-13.426672928866845,true,2,2018,9,16,4
id_5118824,15,Zambia_0.05_n_875-899.csv,Update,MV,28.49078818323237,-13.426672928866845,true,3,2018,8,13,4
id_5118824,15,Zambia_0.05_n_875-899.csv,Update,MV,28.49078818323237,-13.426672928866845,true,4,2017,6,23,3
id_5118824,15,Zambia_0.05_n_875-899.csv,Update,MV,28.49078818323237,-13.426672928866845,true,5,2016,9,9,3
id_5241429,1,Zambia_0.05_n_875-899.csv,Update,MV,25.76133965716956,-17.36002769710667,true,1,2021,9,2,1
id_5241429,1,Zambia_0.05_n_875-899.csv,Update,MV,25.76133965716956,-17.36002769710667,true,2,2018,6,11,1
id_5241429,1,Zambia_0.05_n_875-899.csv,Update,MV,25.76133965716956,-17.36002769710667,true,3,2017,8,31,1
id_5241429,1,Zambia_0.05_n_875-899.csv,Update,MV,25.76133965716956,-17.36002769710667,true,4,2017,6,16,1
id_5241429,1,Zambia_0.05_n_875-899.csv,Update,MV,25.76133965716956,-17.36002769710667,true,5,2016,8,2,1
id_5119807,14,Zambia_0.05_n_875-899.csv,Update,MV,27.890606535604203,-13.46567430762646,false,1,2017,7,17,1
id_5235801,2,Zambia_0.05_n_875-899.csv,Update,MV,27.473960481569488,-17.191561124376857,true,1,2018,8,10,4
id_5117836,16,Zambia_0.05_n_875-899.csv,Update,MV,28.388998945282413,-13.39109433179096,true,1,2024,8,1,3
id_5117836,16,Zambia_0.05_n_875-899.csv,Update,MV,28.388998945282413,-13.39109433179096,true,2,2018,8,13,1
id_5117836,16,Zambia_0.05_n_875-899.csv,Update,MV,28.388998945282413,-13.39109433179096,true,3,2017,8,25,2
id_5117836,16,Zambia_0.05_n_875-899.csv,Update,MV,28.388998945282413,-13.39109433179096,true,4,2017,7,31,1
id_5117836,16,Zambia_0.05_n_875-899.csv,Update,MV,28.388998945282413,-13.39109433179096,true,5,2016,9,9,1
id_5117836,16,Zambia_0.05_n_875-899.csv,Update,MV,28.388998945282413,-13.39109433179096,true,6,2016,8,26,1
id_5109050,17,Zambia_0.05_n_875-899.csv,Update,MV,27.06825532697907,-13.09649967300811,false,1,2023,9,19,1
id_5233753,3,Zambia_0.05_n_875-899.csv,Update,MV,25.076820281287045,-17.128737416922668,false,1,2023,7,11,1
id_5189959,7,Zambia_0.05_n_875-899.csv,Update,MV,28.08639542090813,-15.72493125852194,true,1,2023,6,22,5
id_5189959,7,Zambia_0.05_n_875-899.csv,Update,MV,28.08639542090813,-15.72493125852194,true,2,2017,8,28,1
id_5189959,7,Zambia_0.05_n_875-899.csv,Update,MV,28.08639542090813,-15.72493125852194,true,3,2016,8,12,1
id_5125013,13,Zambia_0.05_n_875-899.csv,Update,MV,29.471221098606257,-13.599663008877114,false,1,2024,8,6,1
id_5125013,13,Zambia_0.05_n_875-899.csv,Update,MV,29.471221098606257,-13.599663008877114,false,2,2019,7,8,1
id_5125762,12,Zambia_0.05_n_875-899.csv,Update,MV,27.46597216356068,-13.63861917098384,false,1,2023,8,11,1
id_5125762,12,Zambia_0.05_n_875-899.csv,Update,MV,27.46597216356068,-13.63861917098384,false,2,2021,9,21,1
id_5201746,6,Zambia_0.05_n_875-899.csv,Update,MV,27.668006325860063,-16.205728476277354,true,1,2023,6,17,1
id_5201746,6,Zambia_0.05_n_875-899.csv,Update,MV,27.668006325860063,-16.205728476277354,true,2,2021,9,5,3
id_5131717,10,Zambia_0.05_n_875-899.csv,Update,MV,24.02545176406268,-13.81994141593918,false,1,2023,6,10,1
id_5221508,4,Zambia_0.05_n_875-899.csv,Update,MV,26.046616336626336,-16.78313134968485,false,1,2023,10,25,1
id_5221508,4,Zambia_0.05_n_875-899.csv,Update,MV,26.046616336626336,-16.78313134968485,false,2,2023,10,20,1
id_5221508,4,Zambia_0.05_n_875-899.csv,Update,MV,26.046616336626336,-16.78313134968485,false,3,2020,8,9,1
id_5218166,5,Zambia_0.05_n_875-899.csv,Update,MV,27.088157589082577,-16.694921378770786,false,1,2020,9,20,1
id_5218166,5,Zambia_0.05_n_875-899.csv,Update,MV,27.088157589082577,-16.694921378770786,false,2,2018,8,18,1
id_5129560,11,Zambia_0.05_n_875-899.csv,Update,MV,25.88442335837856,-13.763121243307872,false,1,2024,6,26,1
